JUSTIFICACION ;PRODUCTO RELACIONADO;DESCRIPCION
"Somos ARROCERA LA ESMERALDA S.A.S., una empresa del sector agroindustrial dedicada a la producción, transformación, comercialización y procesamiento (trilla, secado y empacado) de productos de molinería, principalmente Arroz bajo la marca Blanquita, así como las marcas Oryza, Blanquita Orgánico, Esmeralda y Blanquita Premium. Dentro de nuestro portafolio de productos contamos con arroz blanco, arroz integral, derivados, snacks, harina precocida y horchata. Realizamos compras de materias por la suma de $152.616.668.047, de las cuales el 30%, es decir el valor de $45.549.256.612 son a pequeños productores de bajos ingresos del país.

Adicionalmente, suministramos asistencia técnica gratuita representada en financiación de semillas y lotes, junto a un acompañamiento al proceso productivo integrado con visitas de nuestros agrónomos como mínimo 5 veces durante la siembra para evaluar riesgos, condiciones del cultivo y momentos óptimos de corte al igual que realizamos capacitaciones en aplicación de insumos, así como a asistentes técnicos, coordinadores, jefes de área, entre otros, aunado a una transferencia de tecnología, generando economías de escala facilitando y mejorando la calidad de vida en la región. Desde nuestra fundación hemos impulsado a los agricultores a realizar una producción sostenible de arroz y hemos modernizados nuestras instalaciones para ofrecer le mejor producto con tecnología de punta. Además, educamos a los agricultores para la mejora de su competitividad y productividad, al igual que desarrollamos programas sociales con apoyo a entidades deportivas y fundaciones.";111150;Arroz con riego
En AGROPECUARIA LA LEYENDA S.A.S. desde el año 2000 somos una empresa dedicada a la producción y venta de banano, contamos con 23 años en el mercado y realizamos exportación de nuestros productos al mercado europeo a través de la Comercializadora Internacional Bana Rica. Seguimos altos estándares de calidad exigidos por la normatividad nacional e internacional siguiendo las adecuadas prácticas agrícolas. Contamos con un total de 72,29 hectáreas destinadas al cultivo de banano de variedad Gall en el predio La Palma y Finca Buendía.;141420;Banano
Somos AGROPECUARIA SILCA S.A.S. nuestra empresa dedicada a la siembra y sostenimiento en cultivos de caña de azúcar especialmente variedades CC-011940, CC05430, PR6132, V7151, CC934418, CC8592. Contamos con más de 42 años de experiencia en el sector agrícola y para el desarrollo de nuestras actividades. Contamos con varios predios denominados: Hacienda Cascajal / Hacienda San Miguel /Hacienda San Rafael / Hacienda San Pablo / Hacienda Recaní / Hacienda Canangua / Hacienda Amaime, ubicados en departamento del Valle del Cauca con un total de 389,54 has sembradas. Tenemos terrenos en condiciones edafoclimáticas adecuadas, nos destacamos por el desarrollo de labores práctico-mecánicas en nuestros cultivos, garantizando la trazabilidad en nuestra cadena de valor y realizamos la comercialización de nuestro producto a los más importantes ingenios azucareros de la región, nuestra producción contiene un rendimiento promedio por hectárea de 124,63 Toneladas de caña.;141090;Caña de Azúcar
Somos GUAMITO S.A.S. nuestra empresa está dedicada a la producción, importación, exportación, distribución de flores principalmente variedad HYDRANGEAS, para el desarrollo de todo nuestro proceso productivo contamos con múltiples predios en el municipio LA UNION departamento de ANTIOQUIA denominados CR MESOPOTAMIA / CR PESOPOTAMIA / CR MESOPOTAMIA / CR MESOPOTAMIA los cuales tienen instalaciones con la tecnología adecuada para los respectivos procesos de agrícolas. Contamos con más de 16 años en el desarrollo de cultivo de flores, exportando productos con la mejor calidad cumpliendo de ese modo con los más altos estándares de la industria nacional e internacional. Así mismos distribuimos productos: agropecuarios, agroquímicos y material de empaque. Nuestra productividad cuenta un rendimiento de 140000 Tallos/Ha por ciclo de 37 semanas (1.4 ciclos al año) y 56 Hectáreas en producción se proyectan alrededor de 70 hectáreas, Variedad Hydrangeas, Edad 4 años promedio.;800004;Otros cultivos perennes
Somos EL FORRAJE S.A.S. nuestra empresa está dedicada a la producción, maquila y distribución de alimentos balanceados para el sector pecuario, principalmente para la nutrición de: Avicultura, Equinos, Ganadería, Ovinos, Porcicultura, Caprinos, entre otros. Contamos con una gran trayectoria que nos ha permitido especializarnos en la industrialización y distribución de insumos agropecuarios por más de 30 años. Tenemos un amplio portafolio de productos como: torta de soya, Núcleo Protéico 18, Argo DX (Dextrosa Monohidratada), gluten de maíz, mielharina, Maíz Entero, entre otros.  Certificamos que durante el año 2022 realizamos un promedio de ventas totales anuales por la suma de $47.498.841.452, de las cuales el 88%, es decir el valor de $41.964.260.188 son ingresos relacionados con comercialización de maíz entero, torta de soya, suplenergía, núcleo proteico, vacas leche, mielharina, dirigidas a empresas del sector agropecuario nacional. ;253400;Ganadería Cría y Doble Propósito
Somos CENTROAGRO SOCIEDAD POR ACCIONES SIMPLIFICADA - CENTROAGRO S.A.S. nuestra empresa está dedicada a la distribución y venta de insumos para la industria avícola en Santander, nos enfocamos en aditivos alimenticios y concentrados así mismo en líneas de medicina, desinfectantes, biológicos y equipo para los procesos de cadena, a partir de la cría, incubación, producción de carne y huevos de pollo en granja, también nos especializamos en cerdos, ganado y animales pequeños, entre otros. Contamos con más de 37 años de experiencia en el sector y desarrollamos nuestra actividad en el municipio de Girón departamento de Santander. Certificamos que durante el 2022 realizamos un total de ventas por la suma de $20.530.175.996, de las cuales el 99 %, es decir el valor de $20.324.874.236, son ventas de la Compra y venta de insumos agropecuarios y prestación de servicios agropecuarios, como apoyo a las unidades productivas del sector agropecuario y sector Avícola primario.;234050;Avicultura engorde
"El MUNICIPIO DE CARURÚ está catalogado como categoría sexta para la vigencia fiscal del 2022 con una población estimada por área total de 3,201 habitantes para junio del año 2020, El Municipio se encuentra localizado en la zona del alto Vaupés, a una distancia aproximada de 175 kilómetros de la capital del Departamento, Mitú, con una extensión de 6.981 km2. La cabecera municipal de Carurú tiene una extensión de 79.55 hectáreas: 34.97 de perímetro actualmente, 42.89 de zona de expansión y 1.68 hectáreas de terrenos donde se localiza infraestructura y equipamientos, éstas últimas están excluidas de la zona de resguardo indígena y se toma como partida un punto situado a 900 metros aguas arriba del río Vaupés, a la margen derecha del Caño Carurú resguardo indígena y se toma como partida un punto situado a 900 metros aguas arriba del río Vaupés, a la margen derecha del Caño Carurú. La geología en el territorio del municipio de Carurú está compuesta por rocas sedimentarias del cuaternario principalmente en la vega del río Vaupés; rocas sedimentarias del terciario al norte y sur del municipio y rocas sedimentarias del paleozoico-formación Araracuara- en la mesa de Carurú al norte. El municipio limita al Norte con el corregimiento de Papunagua, partiendo del Raudal Sabana; sobre el rio Paraná Pichuna, siguiendo en línea recta en dirección Noroeste hasta encontrar los nacimientos del caño Siringa; luego por las Este aguas abajo hasta su desembocadura en el caño Aceite, punto de concurso del departamento del Guaviare y el municipio de Carurú y el corregimiento de Papunagua.";131200;Yuca
"MAXIALIMENTOS LTDA somos una empresa que nació en el año 1998 y nos dedicamos a la transformación, venta y distribución de carne de pollos en la ciudad de Bogotá. Hemos logrado expandirnos a nivel nacional, actualmente tenemos presencia en los 3 departamentos principales de Colombia los cuales son Cundinamarca, Antioquia y la Costa.
La distribución de nuestros productos la realizamos bajo nuestras marcas propias:  Maxi pollo donde nos enfocamos en las ventas directas a nuestros clientes; Deli Gourmet en la que actualmente manejamos más de 146 referencias; y también tenemos Banky que es para un segmento de mercado con precios más competitivos con productos como salchicha manguera, salchichón, butifarra, jamón y chorizo.";234050;Avicultura engorde
"Somos AGROGLOBAL S.A. nuestra compañía está dedicada a la importación y distribución de semillas de hortalizas, pastos, frutales, lacto reemplazadores y clips porta injerto; ofrecemos fertilizantes e insumos, lo anterior para cultivos de cebollas, tomates, zanahorias, repollos, lechugas, brócolis, entre otros, constituimos nuestra empresa en el año 2006 y realizamos nuestra actividad económica en el municipio de Tocancipá (Cundinamarca). Nos apoyamos en la experiencia de nuestro equipo técnico altamente calificado para asesorar y acompañar al agricultor y ganadero en su proceso productivo está conformado por 100 empleados. Certificamos que durante el período de 2022 realizamos un promedio de ventas totales anuales por la suma de $31.576.206.815, de las cuales el 100% son ventas al sector agropecuario nacional.";144050;Otros Cultivos
"Somos LP VILLEGAS MEJIA S.A.S. compañía con más de 12 años de constitución, nos dedicamos a la producción agrícola, principalmente a los cultivos de caña de azúcar, de piña,
especialmente variedad Oro Miel, la cual se realiza de manera escalonada y caña de azúcar en las variedades 8592 y 934418. Contamos con un varios predios para el desarrollo de nuestra
actividad; están destinados al desarrollo productivo del cultivo de la caña ubicados en el departamento del Valle del Cauca. Nos destacamos por ser una compañía responsable con las
características topográficas y físico químicas de nuestros predios; lo cual garantiza el desarrollo productivo de manera eficiente y obtener excelentes rendimiento.";141090;Caña de Azúcar
Somos CARNICOS Y ALIMENTOS S.A.S, tenemos por objeto social la cría de aves de corral, para el desarrollo de nuestra actividad contamos con 16 granjas en arriendo ubicados en el departamento de Antioquia, los cuales cuentan con toda la infraestructura necesaria para una producción eficiente, realizando todo el proceso productivo: Incubadora, ciclo de engorde: raza  Ross308AP y alimentos balanceado de proveedores como Italcol y Contegral. Igualmente realizamos el proceso de transformación en la  planta procesadora, y realizamos la venta y distribución bajo la marca PolloCoa. Dentro de nuestros principales productos generados se encuentra el pollo despresado, entero congelado, presa suelta, entre otros.;234050;Avicultura engorde
En DELAGRO S.A.S. nuestro objeto social es la distribución y venta de productos agrícolas como: semillas, agroquímicos, biológicos, nutrición, Bioestimulantes, fertilizantes, entre otros y la prestación de servicios mediante monitoreo del estado y desarrollo de los cultivos mediante imágenes de satélite y el índice de vegetación de diferencia normalizada (NDVI). En conjunto, nuestras actividades operativas significan acciones para suplir al sector agropecuario nacional de manera consistente y metódica, generando así que la actividad agrícola de los productores nacionales sea beneficiosa y sostenible, y que favorezca a su vez, el mejoramiento en términos de la calidad de vida de los agricultores nacionales, de sus familias y por supuesto del país. Como resultado, es preciso mencionar para el año 2022 realizamos un promedio de ventas totales por el valor de $24.747.180.000 correspondientes al sector agropecuario nacional de alimentos concentrados a los siguientes productores: Dagoberto Molina, Jhon Peña, Fredy Cañon, entre otros, a los cuales se les vende semillas, agroquímicos y fertilizantes.;144050;Otros Cultivos
